店长推荐，老证精装修后期税费少，业主诚心卖房子哦,王府花园 ,王府花园 ,3室2厅,140.2,南 北,精装,中楼层(共31层)2005年建板楼,育才花桥,3850000.0,27461,https://wh.lianjia.com/ershoufang/104102495576.html
两证满，精装修，后期费用低，中高楼层，全朝南,美联奥林匹克花园一期 ,美联奥林匹克花园一期 ,3室2厅,99.04,南 西 北,精装,中楼层(共32层)2015年建板楼,常青花园,1850000.0,18680,https://wh.lianjia.com/ershoufang/104102495892.html
保利清能西海岸南区清水毛坯通透三房边户高楼层急售,保利清能西海岸 ,保利清能西海岸 ,3室2厅,108,南 西南,毛坯,高楼层(共27层)板楼,藏龙岛,1430000.0,13241,https://wh.lianjia.com/ershoufang/104102359057.html
精装两房，户型方正，采光好，带入户花园,恒大名都 ,恒大名都 ,2室1厅,88.78,南,精装,18层2016年建板楼,盘龙城,1050000.0,11827,https://wh.lianjia.com/ershoufang/104102717766.html
长江楚韵 地铁口 一线江景 毛坯大四房 房东急售,长江楚韵 ,长江楚韵 ,4室2厅,134.18,东南,毛坯,中楼层(共33层)2014年建板塔结合,沌口,1680000.0,12521,https://wh.lianjia.com/ershoufang/104102601592.html
街道口 珞狮路 狮城名居 精装三房 带地下70年产权车位,狮城名居 ,狮城名居 ,3室2厅,112.17,南,精装,高楼层(共17层)2002年建塔楼,街道口,2250000.0,20059,https://wh.lianjia.com/ershoufang/104102770566.html
东立国际一期带露台诚意出售您值得拥有,东立国际 ,东立国际 ,2室1厅,87,东南,精装,低楼层(共17层)2007年建塔楼,二七,2050000.0,23564,https://wh.lianjia.com/ershoufang/104102039338.html
永.久社区 超大两室两厅  中间楼层 老证 精装,永久社区 ,永久社区 ,2室2厅,94.82,南,简装,中楼层(共6层)2005年建板楼,后官湖,720000.0,7594,https://wh.lianjia.com/ershoufang/104102585898.html
精装修 拎包入住 楼层好 不临街 老证,鹦鹉花园樱花园 ,鹦鹉花园樱花园 ,3室1厅,108,南 北,精装,中楼层(共8层)2000年建板楼,钟家村,2280000.0,21112,https://wh.lianjia.com/ershoufang/104102753503.html
东湖边梨园地铁口 单价1.3万的房子 随时看房,湖北省电力试验研究院宿舍 ,湖北省电力试验研究院宿舍 ,3室1厅,111.97,南,简装,高楼层(共6层)板楼,东湖东亭,1800000.0,16076,https://wh.lianjia.com/ershoufang/104102777377.html
市民之家背后，绿地集团开发精致楼盘,绿地汉口中心 ,绿地汉口中心 ,3室2厅,95.89,南 北,毛坯,高楼层(共33层)2017年建板楼,塔子湖,1620000.0,16895,https://wh.lianjia.com/ershoufang/104100924679.html
两证满二税费少，两房朝南中间楼层采光性好，诚心卖！,新世界恒大华府 ,新世界恒大华府 ,2室2厅,94.57,南,精装,低楼层(共30层)2012年建板楼,华科大,2080000.0,21995,https://wh.lianjia.com/ershoufang/104102758720.html
兴华御水华城 老证小三房 采光好,御水华城 ,御水华城 ,3室2厅,90.24,南,简装,高楼层(共32层)2015年建板塔结合,四新,1380000.0,15293,https://wh.lianjia.com/ershoufang/104102335418.html
陌陌屋  精装修  三房  诚心出售,陌陌屋三元中央公园 ,陌陌屋三元中央公园 ,3室1厅,88.34,东南,精装,中楼层(共31层)2015年建塔楼,塔子湖,1650000.0,18678,https://wh.lianjia.com/ershoufang/104102728448.html
全房墙纸 实木家具  精装拎包住,恒大城 ,恒大城 ,2室2厅,93.13,南,精装,低楼层(共32层)2012年建板塔结合,金银湖,1180000.0,12671,https://wh.lianjia.com/ershoufang/104102637769.html
院子湾 1室1厅 66万,院子湾 ,院子湾 ,1室1厅,46.18,南,简装,高楼层(共6层)板楼,七里庙,660000.0,14292,https://wh.lianjia.com/ershoufang/104102788086.html
碧桂园山湖间，洋房公摊小，二次精装，格局方正,碧桂园生态城山湖间一期 ,碧桂园生态城山湖间一期 ,2室1厅,78,南,精装,高楼层(共6层)2013年建板楼,光谷东,1260000.0,16154,https://wh.lianjia.com/ershoufang/104102701415.html
常青花园十一区  电梯房中间层 满五唯一 带地下停车位,常青花园十一小区 ,常青花园十一小区 ,2室2厅,91.57,南,精装,中楼层(共18层)2008年建板楼,常青花园,2050000.0,22388,https://wh.lianjia.com/ershoufang/104102753748.html
东立国际  证满五唯一  业主诚心出售,东立国际 ,东立国际 ,2室2厅,86.54,南,精装,高楼层(共18层)2007年建塔楼,二七,1890000.0,21840,https://wh.lianjia.com/ershoufang/104102760299.html
光谷正地铁口保利华都小区南北通透湖景大三房出售,保利华都 ,保利华都 ,3室2厅,123.46,南 北,毛坯,高楼层(共33层)2011年建板楼,虎泉杨家湾,3180000.0,25758,https://wh.lianjia.com/ershoufang/104102777771.html
武昌大道旁 阳光雅园 中装两房 中间楼层,阳光雅园 ,阳光雅园 ,2室2厅,93.8,东南,精装,中楼层(共17层)板塔结合,江夏其它,1080000.0,11514,https://wh.lianjia.com/ershoufang/104102576225.html
九区方正大两房 纯毛坯 朝南户型好 随时可看房,保利心语九期 ,保利心语九期 ,2室2厅,83.52,南,毛坯,低楼层(共33层)2014年建板塔结合,珞狮南路,1480000.0,17721,https://wh.lianjia.com/ershoufang/104102091197.html
城市之光 电梯中间楼层两房 三面采光 满两年 急卖,城市之光 ,城市之光 ,2室1厅,73.99,南 北,简装,低楼层(共23层)2012年建板楼,光谷东,1335000.0,18043,https://wh.lianjia.com/ershoufang/104102252063.html
此房视野开阔，采光充足，小区配套齐,美景天城 ,美景天城 ,3室2厅,96.96,南,毛坯,高楼层(共17层)2012年建板楼,盘龙城,1000000.0,10314,https://wh.lianjia.com/ershoufang/104102764077.html
精装修大三房，房东诚心出售。随时看房,鼎鑫摩卡小镇 ,鼎鑫摩卡小镇 ,3室2厅,130,南,精装,高楼层(共18层)2009年建板楼,盘龙城,1300000.0,10000,https://wh.lianjia.com/ershoufang/104102527497.html
天纵颐景康城 正规两房  精装修保养胡挺好....,天纵颐景康城 ,天纵颐景康城 ,2室2厅,84.21,南 北,精装,高楼层(共28层)2014年建板楼,盘龙城,1000000.0,11876,https://wh.lianjia.com/ershoufang/104102759527.html
融创公园三期 花园小区 融创物业 单价低 随时看房,融创公园壹号三期 ,融创公园壹号三期 ,3室2厅,104,南,毛坯,中楼层(共41层)2018年建板楼,塔子湖,1980000.0,19039,https://wh.lianjia.com/ershoufang/104102624719.html
美地家园，电梯精装三房，证满五年，对口钢花小學,美地家园 ,美地家园 ,3室2厅,106.3,南 北,精装,中楼层(共9层)2006年建板楼,青山,1900000.0,17874,https://wh.lianjia.com/ershoufang/104102667192.html
公馆中高层全朝南大两房，采光日照充足视野无遮挡,保利中央公馆 ,保利中央公馆 ,2室1厅,80.06,南,简装,中楼层(共33层)2011年建塔楼,新南湖,1730000.0,21609,https://wh.lianjia.com/ershoufang/104102517160.html
汉阳滨江商务区，临江，首家委托，急,迎江华庭 ,迎江华庭 ,3室2厅,167.01,东,简装,低楼层(共19层)2005年建塔楼,钟家村,2510000.0,15030,https://wh.lianjia.com/ershoufang/104102383698.html
双地铁 东立国际 精装南北两房 老证诚心出售,东立国际 ,东立国际 ,2室1厅,73,东南,简装,中楼层(共18层)2007年建塔楼,二七,1620000.0,22192,https://wh.lianjia.com/ershoufang/104102468758.html
此房房产证已满两年，低楼层，70年产权住宅。,万景国际 ,万景国际 ,2室1厅,87.64,南 北,简装,中楼层(共32层)2011年建板塔结合,CBD西北湖,2010000.0,22935,https://wh.lianjia.com/ershoufang/104102508889.html
金山左岸时代 3室2厅 116万,金山左岸时代 ,金山左岸时代 ,3室2厅,96.02,南,精装,中楼层(共18层)2014年建板塔结合,金银湖,1160000.0,12081,https://wh.lianjia.com/ershoufang/104102207915.html
品牌开发商 精装 小区位好置.视野开阔，交通便利.,越秀星汇君泊 ,越秀星汇君泊 ,2室1厅,90.7,南,精装,高楼层(共32层)2016年建板塔结合,塔子湖,1820000.0,20067,https://wh.lianjia.com/ershoufang/104102516449.html
户型好 楼层 采光好 老证 房东诚心出售,嘎纳印象 ,嘎纳印象 ,3室2厅,97.65,南 北,精装,低楼层(共31层)2011年建板楼,沌口,1660000.0,17000,https://wh.lianjia.com/ershoufang/104102614727.html
金地圣爱米伦 2室2厅 175万,金地圣爱米伦 ,金地圣爱米伦 ,2室2厅,90.04,南,精装,低楼层(共32层)2014年建塔楼,新南湖,1750000.0,19436,https://wh.lianjia.com/ershoufang/104102768322.html
南北通透  坡顶复式 户型方正 采光充足 交通便利,马池还建小区 ,马池还建小区 ,2室2厅,77.56,南 北,毛坯,高楼层(共6层)2003年建板楼,金银湖,800000.0,10315,https://wh.lianjia.com/ershoufang/104102341320.html
当代卡梅尔小镇 2室2厅 136万,当代卡梅尔小镇 ,当代卡梅尔小镇 ,2室2厅,88.38,东 西 南,精装,低楼层(共24层)2013年建板楼,光谷南,1360000.0,15389,https://wh.lianjia.com/ershoufang/104102664544.html
保利三期19万精装小3房，朝南，看房方便，无遮挡,保利城 ,保利城 ,3室2厅,93.5,南,精装,低楼层(共29层)2017年建板塔结合,团结大道,2300000.0,24599,https://wh.lianjia.com/ershoufang/104102751195.html
即济电力商城一线江景房，两房朝南带飘窗，户型方正,既济电力商城 ,既济电力商城 ,2室1厅,88,南,简装,中楼层(共19层)2007年建塔楼,汉正街,1880000.0,21364,https://wh.lianjia.com/ershoufang/104102765380.html
玫瑰湾经典三居室，满二税少，光线充足。,泰然南湖玫瑰湾二期 ,泰然南湖玫瑰湾二期 ,3室2厅,101,南,精装,低楼层(共24层)2010年建板楼,珞狮南路,1920000.0,19010,https://wh.lianjia.com/ershoufang/104102495176.html
阳逻 保利圆梦城毛坯三房 业主诚意出售,保利圆梦城十区 ,保利圆梦城十区 ,3室2厅,98,南 北,毛坯,低楼层(共34层)塔楼,阳逻,760000.0,7756,https://wh.lianjia.com/ershoufang/104102745245.html
南国SOHO小户型，中间楼层，采光好，业主诚心出售,南国SOHO ,南国SOHO ,1室0厅,30,北,简装,高楼层(共18层)2008年建板楼,南湖沃尔玛,460000.0,15334,https://wh.lianjia.com/ershoufang/104102769735.html
南北双阳台，地铁口，双公园拱卫 生活交通便利,航天花园 ,航天花园 ,2室1厅,95.65,南,精装,高楼层(共7层)2002年建板楼,CBD西北湖,1950000.0,20387,https://wh.lianjia.com/ershoufang/104102753354.html
金地澜菲溪岸一期，绿化高，南北通透四房，景观楼层,金地澜菲溪岸 ,金地澜菲溪岸 ,4室1厅,145.34,南 北,精装,高楼层(共29层)2015年建板楼,四新,2600000.0,17890,https://wh.lianjia.com/ershoufang/104102771826.html
保利茉莉公馆 通透户型两房 满两年 中高楼层,保利茉莉公馆 ,保利茉莉公馆 ,2室2厅,78.02,南 北,精装,高楼层(共34层)2015年建板楼,关山大道,1900000.0,24353,https://wh.lianjia.com/ershoufang/104102578037.html
湘龙鑫城 2室2厅 115万,湘龙鑫城 ,湘龙鑫城 ,2室2厅,86.41,南,精装,中楼层(共24层)板楼,白沙洲,1150000.0,13309,https://wh.lianjia.com/ershoufang/104102731772.html
正地铁口 湘隆一室 中间楼 无尾款 采光好 户型方正,湘隆时代大公馆 ,湘隆时代大公馆 ,1室1厅,34.62,南,精装,中楼层(共6层)2010年建板楼,沌口,580000.0,16754,https://wh.lianjia.com/ershoufang/104102766769.html
风华天城祺善坊 3室2厅 265万,风华天城祺善坊 ,风华天城祺善坊 ,3室2厅,135.97,南,精装,中楼层(共5层)2005年建板楼,南湖沃尔玛,2650000.0,19490,https://wh.lianjia.com/ershoufang/104102160227.html
南北通透双阳台  婚房装修  证满税很少,珩生领袖城 ,珩生领袖城 ,2室2厅,92,南 北,精装,高楼层(共11层)2012年建板楼,盘龙城,1120000.0,12174,https://wh.lianjia.com/ershoufang/104102765871.html
中建南湖壹号 毛坯三房 可观湖景 采光无遮挡 随时看房,中建南湖壹号 ,中建南湖壹号 ,3室2厅,124.2,南,毛坯,低楼层(共42层)2017年建塔楼,珞狮南路,2550000.0,20532,https://wh.lianjia.com/ershoufang/104102662173.html
紫云府二期 三房 精装 通透户型,华润紫云府 ,华润紫云府 ,3室2厅,91.2,南 北,精装,高楼层(共34层)2015年建板楼,白沙洲,1490000.0,16338,https://wh.lianjia.com/ershoufang/104102388664.html
此房是精装修3房，业主诚心出售！,新城璟悦城 ,新城璟悦城 ,3室1厅,93,南 北,精装,中楼层(共34层)2017年建板楼,四新,1620000.0,17420,https://wh.lianjia.com/ershoufang/104102639599.html
纯水岸东湖，格局分明，视野开阔，采光好,纯水岸东湖天屿二期 ,纯水岸东湖天屿二期 ,3室2厅,162.05,南 北,毛坯,低楼层(共39层)2015年建板楼,东湖东亭,4700000.0,29004,https://wh.lianjia.com/ershoufang/104102117937.html
金融港旁当代国际花园地铁口，精装两房，成色新,当代国际花园四期 ,当代国际花园四期 ,2室2厅,93.32,南,精装,高楼层(共34层)2014年建塔楼,金融港,1880000.0,20146,https://wh.lianjia.com/ershoufang/104102214014.html
武汉工程大学旁 2室2厅 总价低 随时看房,关西小区 ,关西小区 ,2室2厅,73.08,南 北,简装,低楼层(共7层)2002年建板楼,关西长职,1220000.0,16695,https://wh.lianjia.com/ershoufang/104102761626.html
精装两房，业主低价诚心出售，同小区户型价格有优势,万科汉阳国际B区 ,万科汉阳国际B区 ,2室1厅,75,南 北,精装,低楼层(共18层)2013年建板楼,王家湾,1300000.0,17334,https://wh.lianjia.com/ershoufang/104102399356.html
建安街地铁口居家装修三房中间楼层采光好看房方便,虹顶家园 ,虹顶家园 ,3室2厅,137.69,南 北,简装,高楼层(共7层)2006年建塔楼,老南湖,2250000.0,16342,https://wh.lianjia.com/ershoufang/104102577657.html
二环边书城路精装两房直接拎包入住,名士1号 ,名士1号 ,2室1厅,90.06,南,精装,高楼层(共33层)2014年建板楼,珞狮南路,1720000.0,19099,https://wh.lianjia.com/ershoufang/104102593841.html
十里铺地铁口，精装通透三房，视野开阔通风采光好,东港国际花园 ,东港国际花园 ,3室2厅,129.3,南 北,精装,中楼层(共29层)2013年建板楼,七里庙,2090000.0,16164,https://wh.lianjia.com/ershoufang/104102476922.html
毛坯价买精装房，电梯小高层，适做婚房,汇悦天地二期 ,汇悦天地二期 ,2室2厅,85,东,精装,低楼层(共34层)2018年建板楼,塔子湖,1550000.0,18236,https://wh.lianjia.com/ershoufang/104102720841.html
新澳南北通透两房，楼层好，老证带露台,新澳阳光城 ,新澳阳光城 ,2室2厅,86.91,南 北,简装,低楼层(共6层)2006年建板楼,金银湖,1050000.0,12082,https://wh.lianjia.com/ershoufang/104102660038.html
三金鑫城国际精装大三房 全实木家具暖气 老证 不临街,三金鑫城国际润雅苑 ,三金鑫城国际润雅苑 ,3室2厅,118.8,南 西,精装,中楼层(共27层)2012年建板楼,新华路万达,2450000.0,20623,https://wh.lianjia.com/ershoufang/104101899559.html
银湖翡翠一期  老证三居 业主诚心出售,银湖翡翠一期 ,银湖翡翠一期 ,3室2厅,125.04,南 北,精装,低楼层(共16层)2014年建板楼,金银湖,1800000.0,14396,https://wh.lianjia.com/ershoufang/104102545631.html
华润二期 中间楼层精装修全南大两房 诚意出售,华润置地中央公园二期 ,华润置地中央公园二期 ,2室2厅,91.76,南,精装,中楼层(共33层)2013年建板塔结合,七里庙,1830000.0,19944,https://wh.lianjia.com/ershoufang/104101459757.html
此房满五年，税费低，中间楼层，全南户型，采光好,宝业徐东雅苑 ,宝业徐东雅苑 ,2室2厅,79.08,南,毛坯,低楼层(共31层)2011年建板楼,徐东,1700000.0,21498,https://wh.lianjia.com/ershoufang/104102665488.html
水果湖刘家湾宿舍 大三房出售 房东诚心卖 有钥匙,东三路17号 ,东三路17号 ,3室1厅,82.3,南,简装,中楼层(共8层)塔楼,水果湖,3000000.0,36453,https://wh.lianjia.com/ershoufang/104102709348.html
三号线口，品质教育，电梯房，成熟商圈,银泰御华园三期 ,银泰御华园三期 ,2室1厅,66.76,南 北,精装,中楼层(共32层)2017年建板塔结合,百步亭,1480000.0,22169,https://wh.lianjia.com/ershoufang/104102609280.html
美联时光里 石桥地铁口 中高楼层 精装两房,美联时光里 ,美联时光里 ,2室1厅,64.11,东南,精装,高楼层(共33层)2017年建板塔结合,塔子湖,1390000.0,21682,https://wh.lianjia.com/ershoufang/104102480320.html
安居苑 一梯两户 通透南北小两房 老证,安居苑B区 ,安居苑B区 ,2室1厅,73.71,南 北,精装,中楼层(共7层)1999年建板楼,百步亭,1180000.0,16009,https://wh.lianjia.com/ershoufang/104102720977.html
藏龙岛保利清能西海岸 一线湖景房 精装修  品牌家电,保利清能西海岸 ,保利清能西海岸 ,3室2厅,99.23,东南,精装,中楼层(共27层)2015年建板楼,藏龙岛,1480000.0,14915,https://wh.lianjia.com/ershoufang/104102564216.html
中建三局三公司住宅小区三环内低总价二房税费低,中建三局三公司住宅小区 ,中建三局三公司住宅小区 ,2室1厅,61.54,南 北,简装,低楼层(共6层)1998年建板楼,关山大道,1010000.0,16413,https://wh.lianjia.com/ershoufang/104102575936.html
香缇美景精装两房 户型方正 7号线地铁 园博园公园,香缇美景 ,香缇美景 ,2室2厅,82.46,南,精装,中楼层(共11层)2000年建板楼,常青路,1220000.0,14796,https://wh.lianjia.com/ershoufang/104101866660.html
朝南大三房 户型方正 视野宽阔 采光充足,恒大绿洲 ,恒大绿洲 ,3室2厅,129.8,南,精装,低楼层(共32层)塔楼,中法生态城,1500000.0,11557,https://wh.lianjia.com/ershoufang/104102399414.html
精品两房精装修，家电齐，省心省力省钱,保利上城 ,保利上城 ,2室2厅,76,南,精装,中楼层(共40层)2017年建板塔结合,白沙洲,1340000.0,17632,https://wh.lianjia.com/ershoufang/104102723536.html
奥特莱斯旁 电梯中间楼层 户型方正 采光充足 随时看房,恒达盘龙湾荷苑 ,恒达盘龙湾荷苑 ,2室2厅,85.5,南,毛坯,中楼层(共33层)2016年建板楼,盘龙城,950000.0,11112,https://wh.lianjia.com/ershoufang/104102190201.html
轨道交通7号线  汉口学院 精装修两室两厅 满五年唯一,福志雅筑 ,福志雅筑 ,2室2厅,74.38,南,精装,高楼层(共25层)2012年建板楼,文化大道,1100000.0,14789,https://wh.lianjia.com/ershoufang/104102756564.html
滨湖名都城三期 南北穿透 133.95㎡ 满五唯一 有钥匙,滨湖名都城 ,滨湖名都城 ,3室2厅,133.95,南 北,简装,低楼层(共11层)2000年建板楼,中南丁字桥,3200000.0,23890,https://wh.lianjia.com/ershoufang/104102763798.html
水上人家 三房 总价低 采光好,后官湖水上人家 ,后官湖水上人家 ,3室2厅,108,南 北,简装,中楼层(共6层)暂无数据,中法生态城,870000.0,8056,https://wh.lianjia.com/ershoufang/104102776844.html
南北通透户型 楼层好 视野开阔 无遮挡,广电兰亭荣荟 ,广电兰亭荣荟 ,2室1厅,77,南 北,毛坯,高楼层(共33层)2016年建板楼,古田,1380000.0,17923,https://wh.lianjia.com/ershoufang/104102777064.html
武汉市巨龙大道地铁口F空港城精装修三房,F、空港中心城 ,F、空港中心城 ,3室1厅,93,南,精装,低楼层(共30层)2013年建塔楼,盘龙城,1130000.0,12151,https://wh.lianjia.com/ershoufang/104102750856.html
地铁口  歌林花园  证满两年 精装修  正规一室一厅,歌林花园 ,歌林花园 ,1室1厅,43.34,北,精装,低楼层(共18层)2009年建板楼,盘龙城,620000.0,14306,https://wh.lianjia.com/ershoufang/104102777984.html
南北通透   满二   精装  带暖气,保利心语一期 ,保利心语一期 ,3室2厅,122.08,南 北,精装,高楼层(共18层)2009年建板楼,珞狮南路,2270000.0,18595,https://wh.lianjia.com/ershoufang/104102719107.html
顶琇国际城 地铁口 景观楼层 次新房，配套全 有钥匙,顶琇国际城 ,顶琇国际城 ,2室1厅,72.61,南,精装,高楼层(共46层)2017年建板楼,唐家墩,1460000.0,20108,https://wh.lianjia.com/ershoufang/104102589091.html
复地悦城  自住精装修两房  看房方便 业主诚心出售,复地悦城 ,复地悦城 ,2室2厅,78.45,南,精装,高楼层(共34层)2017年建板楼,白沙洲,1370000.0,17464,https://wh.lianjia.com/ershoufang/104102594168.html
万科精装朝南两居室 明厨明卫 中间位置 高楼层,万科城花璟苑 ,万科城花璟苑 ,2室2厅,73.76,南,精装,高楼层(共34层)2015年建板楼,关山大道,1800000.0,24404,https://wh.lianjia.com/ershoufang/104102734785.html
老证 朝南大两居 中间楼层 看房随时！,现代城一区 ,现代城一区 ,2室2厅,91.91,南,简装,中楼层(共18层)2009年建板楼,百步亭,1880000.0,20455,https://wh.lianjia.com/ershoufang/104102073476.html
三房朝南，精装修，税少，自带院子，有暖气,水果湖二小宿舍 ,水果湖二小宿舍 ,3室1厅,100.87,南 北,精装,低楼层(共6层)1999年建板楼,水果湖,3550000.0,35194,https://wh.lianjia.com/ershoufang/104102745215.html
3604小区1期，朝南2房，内阳台，精装，楼层适中,3604小区 ,3604小区 ,2室1厅,72,南,精装,中楼层(共18层)2014年建板楼,宝丰崇仁,1350000.0,18750,https://wh.lianjia.com/ershoufang/104102782304.html
悦活里，武商量贩旁毛坯三居，税费少可看湖,芷岸龙庭 ,芷岸龙庭 ,3室2厅,118.39,东 南,毛坯,低楼层(共18层)2014年建板塔结合,珞狮南路,1850000.0,15627,https://wh.lianjia.com/ershoufang/104102608347.html
越秀星汇君泊三期 地铁口 中间楼层 未住过 随时看房,越秀星汇君泊三期 ,越秀星汇君泊三期 ,2室2厅,90.55,南,精装,中楼层(共32层)2017年建板塔结合,塔子湖,1850000.0,20431,https://wh.lianjia.com/ershoufang/104102769693.html
"：
中间楼层，采光视野好，小区环境好业主诚心出售。",百瑞景中央生活区四期 ,百瑞景中央生活区四期 ,2室2厅,90.89,南,简装,高楼层(共34层)2015年建板楼,中南丁字桥,2670000.0,29377,https://wh.lianjia.com/ershoufang/104102744603.html
徐东九坤秦南都汇   精装大两房 诚意出售,九坤秦南都汇 ,九坤秦南都汇 ,2室2厅,102.93,东南,精装,高楼层(共30层)2009年建板楼,徐东,2180000.0,21180,https://wh.lianjia.com/ershoufang/104102542609.html
保利中，央公馆，高楼层，朝南阳台采光好，看房方便,保利中央公馆 ,保利中央公馆 ,3室2厅,89,南,精装,高楼层(共33层)2011年建塔楼,新南湖,1850000.0,20787,https://wh.lianjia.com/ershoufang/104102120694.html
中南丁字桥商圈，精装修朝南小户型，看房方便。,紫菘中南特区 ,紫菘中南特区 ,1室1厅,44.97,南,精装,低楼层(共20层)2016年建塔楼,中南丁字桥,930000.0,20681,https://wh.lianjia.com/ershoufang/104102663236.html
万科城花璟苑 开发商精装三房 南北通透 诚心出售,万科城花璟苑 ,万科城花璟苑 ,3室2厅,107.33,南 北,精装,中楼层(共32层)2017年建板楼,关山大道,2550000.0,23759,https://wh.lianjia.com/ershoufang/104101894802.html
五月花二期，精装三房，产证满二，边户无遮挡,保利海上五月花二期 ,保利海上五月花二期 ,3室2厅,98.72,南,精装,高楼层(共24层)2016年建板楼,庙山,1450000.0,14689,https://wh.lianjia.com/ershoufang/104102173585.html
光谷金地商圈，满二大三房，通透双阳台，高楼层采光好,金地中心城 ,金地中心城 ,3室2厅,116.96,南,简装,高楼层(共32层)2011年建塔楼,关西长职,2220000.0,18981,https://wh.lianjia.com/ershoufang/104101674867.html
满二年，精装修南北通透两房，后期费用低，业主诚心卖,百瑞景中央生活区五期西区 ,百瑞景中央生活区五期西区 ,2室2厅,90.37,南 北,精装,中楼层(共18层)2014年建板楼,中南丁字桥,2620000.0,28992,https://wh.lianjia.com/ershoufang/104102480432.html
青菱城市花园 通透三房  公摊小 满五年 少税,青菱城市花园 ,青菱城市花园 ,3室2厅,85.85,南 北,毛坯,低楼层(共6层)2010年建板楼,白沙洲,1180000.0,13745,https://wh.lianjia.com/ershoufang/104101902080.html
金地澜菲溪岸 3室2厅 精装修 诚心出售 有钥匙,金地澜菲溪岸 ,金地澜菲溪岸 ,3室2厅,98,南,精装,中楼层(共31层)2013年建板楼,四新,1620000.0,16531,https://wh.lianjia.com/ershoufang/104102484490.html
汉口花园幽兰居 中间楼层 精装修 拎包入住 随时看房,汉口花园幽兰居 ,汉口花园幽兰居 ,2室1厅,83.44,南,精装,中楼层(共11层)2011年建板楼,塔子湖,1600000.0,19176,https://wh.lianjia.com/ershoufang/104102723394.html
临地铁口小三房 精装修 采光好,珩生领袖城 ,珩生领袖城 ,3室2厅,89.25,南,精装,中楼层(共18层)2012年建板楼,盘龙城,1060000.0,11877,https://wh.lianjia.com/ershoufang/104102588644.html
清水毛坯可以按自己风格装修，看房方便,长投海德公园 ,长投海德公园 ,3室2厅,86.72,南 北,毛坯,中楼层(共33层)2017年建板楼,塔子湖,1670000.0,19258,https://wh.lianjia.com/ershoufang/104102580419.html
金色华府 南北通透 电梯三居室,金色华府 ,金色华府 ,3室1厅,103.54,南 北,简装,高楼层(共31层)2007年建板楼,育才花桥,3400000.0,32838,https://wh.lianjia.com/ershoufang/104102622836.html
致成雅阁 3室1厅 94万,致成雅阁 ,致成雅阁 ,3室1厅,88.31,南,精装,中楼层(共11层)2009年建板楼,中法生态城,940000.0,10645,https://wh.lianjia.com/ershoufang/104102729098.html
南湖精装大三房，通透，不临街，高层无遮挡，居家精装,宝安璞园二期 ,宝安璞园二期 ,3室2厅,104.75,南,精装,高楼层(共11层)2008年建板楼,南湖沃尔玛,2260000.0,21576,https://wh.lianjia.com/ershoufang/104102527247.html
